0	0	-2384.609251	0.000000
1	0	646.425200	0.000000
1	1	1212.419581	801.456973
2	0	568.329550	0.000000
2	1	665.775811	638.192880
2	2	834.690108	172.575169
3	0	-157.859383	0.000000
3	1	-304.918997	242.778956
3	2	894.077672	-919.055011
3	3	280.137816	1146.274076
4	0	354.794976	0.000000
4	1	-446.431645	-516.037318
4	2	768.501690	-151.298846
4	3	734.081101	-253.162064
4	4	122.237658	-931.661409
5	0	-547.169631	0.000000
5	1	-76.704098	-142.585805
5	2	44.432393	313.202274
5	3	256.030535	74.926208
5	4	-1048.214485	133.520059
5	5	-103.844402	445.452917
