0	0	-2384.83519093856103	0
1	0	644.838507226877823	0
1	1	1212.28055673486165	796.263733106207837
2	0	568.930550303036625	0
2	1	665.636692686131028	634.915910434573789
2	2	836.083776901727219	169.645859828048742
3	0	-160.805094020972007	0
3	1	-310.947822105688147	244.465237987388122
3	2	889.429512084733119	-914.036604132456205
3	3	274.567308074746279	1141.30181614223102
4	0	352.816343290599264	0
4	1	-446.122245025941822	-517.123208013780413
4	2	765.034716599962735	-152.887618630373964
4	3	732.513728441171224	-250.589854254065131
4	4	122.566355642728141	-932.737465710047445
5	0	-551.401110864863426	0
5	1	-76.7434291870415848	-145.581450855957826
5	2	44.33475789487035	312.862388919977093
5	3	257.826378362624951	76.9319525427911088
5	4	-1053.02222683417426	130.730197111459233
5	5	-105.232687287287831	448.163889000508391
6	0	250.877590585288345	0
6	1	4.31166284777328013	-345.911656865730208
6	2	-50.5337089714559227	273.217792295443928
6	3	106.95399368548965	376.22163421442383
6	4	-396.798674925065313	347.448123763196975
6	5	-219.973548101048209	-407.445859850999909
6	6	-77.6004946393439212	-53.3430512305702962
7	0	-284.0552783410713	0
7	1	47.6700491685642405	396.86017131059748
7	2	-352.554726402660549	-53.6006783796585822
7	3	-138.290506856021949	36.5819538204608818
7	4	509.382686100375622	-71.1956271232431988
7	5	7.00692596597225492	-20.9228467644793064
7	6	116.786399639443886	217.180429846079164
7	7	-52.2321932144998584	-201.693561542301353
8	0	17.5034206569965356	0
8	1	-36.8434799023879194	-166.17505238952694
8	2	-235.061420256668498	-18.4948921033212059
8	3	61.5932246208632463	98.5141471479434045
8	4	50.3991955431348657	-157.404000811229224
8	5	-117.870895390397877	-9.92267626569916139
8	6	-190.54711008481982	-176.410343106795523
8	7	375.94371151334542	90.1400295538170724
8	8	194.617198471009942	262.961009120941753
9	0	-175.758219686831211	0
9	1	107.279245144952512	144.293567045170477
9	2	-97.0407815374129115	-87.1324423227660247
9	3	-23.508653435778335	5.72651586070969731
9	4	-19.858016666519088	-122.973824114044817
9	5	119.421989140817729	159.003875772602356
9	6	11.1729793225693239	-432.01104514977294
9	7	-25.7203063416920301	-205.138171205458832
9	8	-229.50352740331428	-202.544723198201979
9	9	-53.0373558514644685	-190.789611913202606
10	0	-51.2844520229486136	0
10	1	94.3993370697703682	-126.658354942950481
10	2	345.274610871506752	180.591075434129891
10	3	-204.976078618860043	-163.225145090141524
10	4	171.328207754238008	-49.1899226227005286
10	5	55.4567297274083728	70.8694002788281523
10	6	-160.746699401414418	148.720093299494891
10	7	-16.868758986534317	120.683525843751468
10	8	-163.979312818979309	189.408238591895014
10	9	300.529139927991935	-24.8549247160988465
10	10	-165.852784803873817	125.83402270848778
11	0	-73.2309279326241978	0
11	1	287.715480645740627	-102.160213022735505
11	2	20.4093508143629805	111.950062513847911
11	3	10.513055481289614	-41.4427270771294403
11	4	-99.3613033305463063	153.968471562077411
11	5	141.314691820154422	55.5790205827535857
11	6	-27.2948112996501493	-1.62334187008580488
11	7	-45.1276803079875179	-155.804147283964483
11	8	-141.991591436475545	-134.910501667381482
11	9	-65.3282982150115146	144.341530103816865
11	10	-129.972470806550291	-95.3944184445857672
11	11	-97.5367582582076693	-48.0461133311068522
12	0	-52.5689524566616342	0
12	1	13.705517926755876	-96.7744177151023308
12	2	61.4008401413402964	-45.3971899062448117
12	3	-59.8649120279271969	-165.417233556504385
12	4	104.515307720252082	-50.3044030949960188
12	5	-50.1018335693509371	-101.016289062700963
12	6	-136.535470386670283	27.8906626636652497
12	7	-39.1214461100120232	-80.6944416937114397
12	8	147.084307825751722	-81.6603284304701589
12	9	133.822890507092183	31.7041685913818867
12	10	25.9143284985445668	34.9706118082493091
12	11	23.4240598632543318	155.256804885074644
12	12	264.356787160406839	127.186490857020416
13	0	90.4443217115024964	0
13	1	40.0037859798152056	-71.457895457261003
13	2	7.62646247121093523	234.50698594481247
13	3	-145.266227145593206	167.766015624093001
13	4	49.055328187453874	58.4899757215981353
13	5	-32.3850426343499365	69.3331185192266162
13	6	49.3340662438018498	40.2193559956431343
13	7	2.62901656325776312	-141.172751108363371
13	8	32.5657979059028833	-23.1261891412477105
13	9	28.2113354704381862	210.669980879161528
13	10	-36.1251743424264689	200.969092074868371
13	11	-141.054688392719015	-135.660217080928845
13	12	100.830611041725504	-107.695295384241405
13	13	-164.035253000480424	-3.839150645890268
14	0	-179.170972895555025	0
14	1	1.09049981711209498	123.974680541208187
14	2	136.98658456556538	86.9100305680118197
14	3	-122.001641009062112	-110.926337392407603
14	4	-15.8175315439482169	93.9511910747603878
14	5	-122.703333151468058	-26.7922707927668107
14	6	78.123047921838193	-111.777306885231084
14	7	14.4567282925676697	-71.037009085903577
14	8	12.6009798194414167	-42.2363793166652144
14	9	83.7411485501170603	-19.2306304227550804
14	10	-165.972655533594178	18.7079861566870349
14	11	21.0362369195548489	-201.173141047864362
14	12	-44.5926803179706823	177.646737782729474
14	13	113.639807238150809	-51.6282616452783287
14	14	130.999672974674127	35.6700114467264555
