diff
7747.925781
336.476807
-739.959473
-332.821289
310.922852
929.640625
260.517090
-49.531250
-202.008301
-465.350098
131.596680
423.772522
-210.089966
-307.813477
-213.892822
362.098785
149.717453
31.197693
-239.816040
31.610336
132.383850
-91.173859
111.036774
67.198059
-220.066299
-91.982140
-62.093132
85.229584
-78.834595
743.513550
-290.247314
-896.110840
351.409180
386.325684
150.515625
-502.905273
219.495605
-606.500854
792.485840
250.609131
-892.878418
213.755859
19.231445
-72.685547
61.251953
-24.931152
-28.645996
-112.213867
280.502441
98.704102
360.375488
301.235352
126.079590
-366.049316
-167.587402
427.156738
253.346191
-256.751465
-465.169922
-362.171875
482.051270
370.186523
-90.300293
-320.937988
76.597168
-124.108887
231.152832
121.546875
-78.107910
-843.666016
432.471680
-497.408691
-137.084473
-81.114258
132.649414
187.304688
152.988770
863.565918
-538.229492
151.640137
-81.318359
414.399414
-347.831543
-87.188477
160.761230
182.578613
-13.490234
221.251465
165.218750
-754.721191
384.877930
283.639160
214.145996
447.331055
-402.401367
-765.991699
268.379883
2078.429688
-785.430664
-252.883301
-394.733398
586.298584
1371.123535
-2291.865723
676.271729
-1354.442139
175.917480
-579.790527
-1156.718750
-1789.424805
-442.000732
-649.655273
-498.352295
-156.865479
-151.843750
-9.623291
-131.496582
436.475342
-103.846924
1268.281982
127.732544
-1416.880371
-699.178223
-546.531982
757.846191
-446.153076
330.555176
-280.356445
340.845215
338.345215
362.893311
-654.535889
-944.155273
948.127441
1301.938477
-450.260742
-1550.310547
-629.822998
1567.048096
930.030151
-1394.116699
-311.286133
422.891113
258.872070
-16.911133
-15.750488
-74.351074
-104.455078
140.590332
-25.439941
76.698730
-127.620117
-100.082520
-63.027100
-213.375244
539.912354
-147.205078
-397.317627
230.371353
-239.556152
-846.783691
586.257446
-143.928955
-125.106201
-3.227753
-221.900024
-52.059753
344.513580
-71.151794
-66.210571
-45.417038
-32.664951
101.113350
36.656857
-642.883118
713.508789
-330.029785
-402.927246
431.602295
845.991211
7747.925781
239.417603
-753.274414
-357.777832
21.089355
978.828247
288.545166
-202.198242
18.924316
84.407227
224.083374
339.900513
100.296387
-225.416382
-185.058960
237.458008
253.743912
-24.982239
-306.489777
8.330521
20.589691
24.578178
194.028503
3.609039
-98.117439
-19.415863
-17.055389
47.508808
-80.470474
61.527767
15.750671
-173.184082
-166.288818
615.444336
398.137451
-737.402832
-175.177979
-304.356689
1206.640869
-230.322998
-671.424316
309.104492
85.604004
166.346191
-204.324707
169.414062
84.145508
44.881348
-321.557617
-3.468750
-632.302734
466.882812
-35.010254
-438.393066
-761.845215
662.773438
252.278809
-212.443848
-335.265625
84.340820
-1085.253418
1344.867188
-1021.349121
-381.057617
-671.501953
283.180664
343.142578
117.721680
-106.312500
-201.706543
631.751709
63.244141
-286.172363
47.562988
86.347656
-221.881836
-750.419922
-748.112305
-8.493652
-112.882324
191.611816
-318.674805
-20.317383
-126.477539
-669.086426
294.358887
139.529785
-187.073730
-294.821289
131.044434
-324.176270
55.647949
48.081543
237.432129
-453.433105
42.325684
711.037109
-261.692871
237.426270
-373.801758
-307.339844
1708.269043
-1590.775391
821.928955
-483.269531
546.651611
-884.973633
1661.627808
935.148193
1536.928711
426.119751
1496.213501
965.454102
1304.714722
1383.275513
-169.561523
841.412537
-168.198242
-72.677979
-1455.186768
-482.692871
-40.988281
1588.892822
954.297241
662.129639
-451.783203
-1423.793945
630.175049
839.617432
90.523926
-308.937500
-90.649902
-941.108154
926.997681
880.645142
-54.704102
-981.132812
-805.847168
1675.621338
395.351318
-626.229004
-449.195312
-185.228027
307.198730
185.712891
179.724121
-61.912598
-424.278320
42.827148
-100.120117
287.098633
314.403809
-41.854492
-449.784180
331.993408
-183.732178
395.730957
-673.678711
1612.953247
-324.768066
-842.369141
1565.549072
-228.131958
84.653442
-189.169312
-64.236877
83.399628
237.209259
-56.752014
-121.856812
-39.908203
22.040859
183.700546
-32.404217
-710.505249
1097.850342
-264.706787
-523.845703
447.724854
835.024414
7747.925781
141.728394
-743.714844
-410.130859
-279.605957
962.103271
129.802490
-597.953369
-51.788330
-88.880859
492.300659
658.164307
-106.545532
-398.568237
-446.063477
300.272461
387.599854
-25.347099
-307.682922
-8.052856
-99.736450
142.724426
96.021851
-85.130226
-100.515007
-90.225937
139.910065
138.222580
122.981613
-113.889038
22.652740
61.115913
-766.716797
388.701660
429.286865
147.934082
-882.765625
-509.860352
1762.211914
-421.822266
-938.825684
194.090332
325.010254
-59.062988
64.481445
-273.721191
-43.037598
287.802734
-388.777832
-87.738281
257.283203
847.923340
138.208496
-708.364746
-240.244141
626.296631
1595.647705
-657.504395
175.725098
170.328125
-10.151855
-902.578613
4159.662598
-1535.413574
-291.941406
154.097656
546.835938
63.342285
-68.891113
-82.826660
177.992432
-242.382324
964.086670
-11.150391
-63.431152
-699.357422
-492.490723
183.074219
556.086426
116.435547
-354.849609
-201.809082
-230.614258
-439.194336
951.113281
-740.565430
-291.685059
427.005859
-57.607910
-161.762695
267.963379
628.158447
-205.028809
-111.179688
280.168945
-79.152832
-40.164062
232.137207
-189.317871
-266.834961
816.205322
-1441.396484
813.853027
-1771.821289
1371.136475
765.592102
-384.730957
-149.864014
252.058838
-189.497559
1014.176270
-92.152588
-465.249756
-1306.376465
-1533.276123
-202.079346
-1270.721436
-364.097168
-494.464844
1413.071777
46.625732
-67.822510
274.261230
-747.793457
-1067.855469
142.768555
-262.364746
241.859375
448.877930
-210.921387
-259.971680
-309.514160
-509.655518
391.845337
750.072876
-15.776855
-1273.062012
-18.733887
364.023926
169.831543
464.494385
-334.685059
-560.966797
23.988281
518.673828
283.822266
-303.101562
-221.269531
-122.847656
270.378906
-63.826660
471.333740
-418.411621
-463.981934
199.321289
231.679443
79.528809
-994.244141
563.293701
-433.526367
-816.568359
-6.514893
494.287354
116.831787
-286.862427
-126.488159
269.494354
103.888885
-62.757385
-135.524231
-9.750092
98.472649
245.115768
-90.018135
-732.497131
1232.093262
-205.058350
-639.540039
461.061523
826.323242
7747.925781
101.542480
-817.527344
-458.935059
-469.972168
1043.752197
97.569092
-815.815918
-241.872314
-521.047607
235.712280
595.663696
-244.528076
-358.990479
-576.615234
402.707611
411.715149
-41.729950
-246.601440
-183.702423
33.461353
258.936218
106.709030
-5.404907
-229.553619
-266.012268
192.735840
205.274872
-46.078201
-381.532654
-229.790070
1220.502197
-917.050293
119.515625
572.514648
103.601562
-610.268555
-1159.305664
2389.631348
-597.433594
-858.541504
265.325195
146.439941
186.753906
144.293457
-402.051758
66.057129
539.123535
-120.825195
-164.171387
-231.631836
319.988281
155.408691
-644.835938
-377.964355
608.278564
-1100.930664
-721.914551
-181.913086
269.321289
-363.826660
172.825195
-1457.442871
287.619629
-713.913086
34.841309
101.941406
461.838867
202.851562
-1117.000000
268.002930
-390.281738
97.379883
1406.401855
-592.465820
1673.653809
-614.115723
811.020752
930.832520
-356.548340
-494.414062
-423.313477
-79.833984
2390.025391
-275.398438
-337.941406
21.634277
-27.066895
-40.263672
-168.891602
102.016113
-814.485840
-26.565918
-783.257812
78.764648
147.549805
-180.684082
-42.534180
156.935547
-68.582520
-1055.156738
2844.021729
-752.240723
-278.570068
61.008057
430.588867
875.744080
-161.800049
-749.797119
-31.893066
-190.238525
-40.302734
-740.809326
-1746.579102
470.301270
-233.841064
1463.724121
1071.332642
712.805664
574.074463
134.610352
-1801.946289
11.382324
1109.546387
363.763672
157.742188
-335.199707
-358.040039
533.456055
363.131104
-171.119141
-8.487549
-676.065186
719.348877
665.685120
-320.294678
-485.610352
243.626953
96.792969
-403.658203
1617.503052
-1003.574219
-802.818359
99.482422
599.847656
384.271484
-111.940918
-542.025391
-100.221680
-141.935059
681.019531
-68.363525
-53.153320
-232.275391
4.499512
218.995117
-89.642578
1079.205078
-295.794189
338.231689
-432.062988
-63.166504
1107.459106
-357.176147
-616.978271
-295.749268
323.841797
93.924011
-93.882996
-116.171936
-82.502533
155.793915
285.207062
-117.765175
-722.232239
1923.330322
-172.301758
-741.203369
